YEAR,STATE,CNTYCD,SUICIDE_COUNT,PREV_POVERTY_RATE,POVERTY_RATE,POVERTY_RATE_DIFF,PREV_POVERTY,POVERTY,POVERTY_DIFF,PREV_UNEMPLOYMENT_RATE,UNEMPLOYMENT_RATE,INCOME,UNEMPLOYMENT_RATE_DIFF,POPULATION_COUNT,DEATH_COUNT,DEATH_RATIO,PCT_NO_HEALTH,COUNT_NOT_CITIZEN,PCT_SEPARATED,PCT_WIDOWED,PCT_DISABILITY,PCT_DIVORCED,PCT_PRIVATE_HEALTH,PCT_NEVER_MARRIED,PCT_PUBLIC_HEALTH,PCT_BACHELORS_OR_HIGHER,PCT_HOUSEHOLDS_SOCIAL_SECURITY_INCOME,PCT_POVERTY_FAMILIES,PCT_MARRIED,PCT_BORN_ASIA,PCT_BORN_AFRICA,PCT_BORN_EUROPE,PCT_HIGHSCHOOL_OR_HIGHER,PCT_MALE,PCT_FEMALE,MEDIAN_HOME_VALUE,COUNT_FOREIGN_BORN,COUNT_CITIZEN_NATIVE_BORN,GROSS_RENT
2011,AL,1,0,11.9,14.9,3.0,6459,8152,1693,-1,-1,48863,0,55275,12,0.000217096336499,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,3,0,13.3,13.4,0.1,24056,24728,672,-1,-1,50144,0,186694,34,0.000182116190129,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,5,0,25.3,29.5,4.2,6098,7051,953,-1,-1,30117,0,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,7,0,20.9,22.2,1.3,4316,4562,246,-1,-1,37347,0,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,9,0,16.5,14.9,-1.6,9358,8505,-853,-1,-1,41940,0,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,11,0,31.1,32.8,1.7,2866,2909,43,-1,-1,26038,0,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,13,1,28.1,24.1,-4.0,5791,4902,-889,-1,-1,30489,0,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,15,0,23.5,20.9,-2.6,27152,23974,-3178,-1,-1,39060,0,117760,17,0.000144361413043,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,17,0,28.5,23.7,-4.8,9618,7923,-1695,-1,-1,33500,0,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
2011,AL,19,0,21.2,23.8,2.6,5434,6127,693,-1,-1,34738,0,26073,10,0.000383538526445,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
