STATE,CNTYCD,COUNTYNAME,COUNTY,STATEDESC,YEAR,FORCE,EMPLOYED,UNEMPLOYED,UNEMPLOYMENTRATE
2,110,"Juneau Borough/city, AK",Juneau Borough/city, AK,2012,17912,16998,914,5.1
2,122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough, AK,2012,27379,25013,2366,8.6
2,130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough, AK,2012,7177,6596,581,8.1
2,150,"Kodiak Island Borough, AK",Kodiak Island Borough, AK,2012,6720,6270,450,6.7
2,158,"Kusilvak Census Area, AK",Kusilvak Census Area, AK,2012,2769,2157,612,22.1
2,164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough, AK,2012,637,540,97,15.2
2,170,"Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough, AK,2012,43770,39984,3786,8.6
2,180,"Nome Census Area, AK",Nome Census Area, AK,2012,4181,3692,489,11.7
2,185,"North Slope Borough, AK",North Slope Borough, AK,2012,4028,3716,312,7.7
2,188,"Northwest Arctic Borough, AK",Northwest Arctic Borough, AK,2012,3032,2555,477,15.7
2,195,"Petersburg Borough, AK",Petersburg Borough, AK,2012,1878,1725,153,8.1
2,198,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area, AK,2012,2593,2248,345,13.3
2,220,"Sitka Borough/city, AK",Sitka Borough/city, AK,2012,4649,4386,263,5.7
2,230,"Skagway Municipality, AK",Skagway Municipality, AK,2012,755,648,107,14.2
2,240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area, AK,2012,3040,2648,392,12.9
2,261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area, AK,2012,4897,4421,476,9.7
2,275,"Wrangell Borough/city, AK",Wrangell Borough/city, AK,2012,1026,942,84,8.2
2,282,"Yakutat Borough/city, AK",Yakutat Borough/city, AK,2012,288,260,28,9.7
2,290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area, AK,2012,2774,2292,482,17.4
4,1,"Apache County, AZ",Apache County, AZ,2012,22821,18494,4327,19
4,3,"Cochise County, AZ",Cochise County, AZ,2012,53933,49059,4874,9
4,5,"Coconino County, AZ",Coconino County, AZ,2012,71078,64964,6114,8.6
4,7,"Gila County, AZ",Gila County, AZ,2012,20937,18798,2139,10.2
4,9,"Graham County, AZ",Graham County, AZ,2012,14488,13251,1237,8.5
4,11,"Greenlee County, AZ",Greenlee County, AZ,2012,3555,3263,292,8.2
4,12,"La Paz County, AZ",La Paz County, AZ,2012,8143,7446,697,8.6
4,13,"Maricopa County, AZ",Maricopa County, AZ,2012,1896802,1758679,138123,7.3
4,15,"Mohave County, AZ",Mohave County, AZ,2012,77630,69076,8554,11
4,17,"Navajo County, AZ",Navajo County, AZ,2012,42985,36914,6071,14.1
4,19,"Pima County, AZ",Pima County, AZ,2012,463194,429071,34123,7.4
4,21,"Pinal County, AZ",Pinal County, AZ,2012,148841,136079,12762,8.6
4,23,"Santa Cruz County, AZ",Santa Cruz County, AZ,2012,20135,17026,3109,15.4
4,25,"Yavapai County, AZ",Yavapai County, AZ,2012,92795,84832,7963,8.6
4,27,"Yuma County, AZ",Yuma County, AZ,2012,93866,71475,22391,23.9
5,1,"Arkansas County, AR",Arkansas County, AR,2012,9910,9040,870,8.8
5,3,"Ashley County, AR",Ashley County, AR,2012,9293,8155,1138,12.2
5,5,"Baxter County, AR",Baxter County, AR,2012,16366,14989,1377,8.4
5,7,"Benton County, AR",Benton County, AR,2012,110731,104069,6662,6
5,9,"Boone County, AR",Boone County, AR,2012,16517,15258,1259,7.6
5,11,"Bradley County, AR",Bradley County, AR,2012,4370,3884,486,11.1
5,13,"Calhoun County, AR",Calhoun County, AR,2012,2509,2281,228,9.1
5,15,"Carroll County, AR",Carroll County, AR,2012,12475,11686,789,6.3
5,17,"Chicot County, AR",Chicot County, AR,2012,4061,3599,462,11.4
5,19,"Clark County, AR",Clark County, AR,2012,10136,9114,1022,10.1
5,21,"Clay County, AR",Clay County, AR,2012,6866,6112,754,11
5,23,"Cleburne County, AR",Cleburne County, AR,2012,10386,9500,886,8.5
5,25,"Cleveland County, AR",Cleveland County, AR,2012,3750,3474,276,7.4
5,27,"Columbia County, AR",Columbia County, AR,2012,10112,9201,911,9
5,29,"Conway County, AR",Conway County, AR,2012,8701,7899,802,9.2
5,31,"Craighead County, AR",Craighead County, AR,2012,49043,45671,3372,6.9
5,33,"Crawford County, AR",Crawford County, AR,2012,27601,25402,2199,8
5,35,"Crittenden County, AR",Crittenden County, AR,2012,22097,19980,2117,9.6
5,37,"Cross County, AR",Cross County, AR,2012,8529,7851,678,7.9
5,39,"Dallas County, AR",Dallas County, AR,2012,3181,2814,367,11.5
5,41,"Desha County, AR",Desha County, AR,2012,5928,5341,587,9.9
5,43,"Drew County, AR",Drew County, AR,2012,8368,7475,893,10.7
5,45,"Faulkner County, AR",Faulkner County, AR,2012,59703,55745,3958,6.6
5,47,"Franklin County, AR",Franklin County, AR,2012,7666,7122,544,7.1
5,49,"Fulton County, AR",Fulton County, AR,2012,5108,4741,367,7.2
5,51,"Garland County, AR",Garland County, AR,2012,41189,37934,3255,7.9
5,53,"Grant County, AR",Grant County, AR,2012,8422,7849,573,6.8
5,55,"Greene County, AR",Greene County, AR,2012,20008,18268,1740,8.7
5,57,"Hempstead County, AR",Hempstead County, AR,2012,10849,10056,793,7.3
5,59,"Hot Spring County, AR",Hot Spring County, AR,2012,14480,13436,1044,7.2
5,61,"Howard County, AR",Howard County, AR,2012,6432,6001,431,6.7
5,63,"Independence County, AR",Independence County, AR,2012,16035,14557,1478,9.2
5,65,"Izard County, AR",Izard County, AR,2012,5161,4707,454,8.8
5,67,"Jackson County, AR",Jackson County, AR,2012,6468,5772,696,10.8
5,69,"Jefferson County, AR",Jefferson County, AR,2012,32459,29211,3248,10
5,71,"Johnson County, AR",Johnson County, AR,2012,10804,10007,797,7.4
5,73,"Lafayette County, AR",Lafayette County, AR,2012,2885,2611,274,9.5
5,75,"Lawrence County, AR",Lawrence County, AR,2012,7234,6574,660,9.1
5,77,"Lee County, AR",Lee County, AR,2012,3521,3186,335,9.5
5,79,"Lincoln County, AR",Lincoln County, AR,2012,4584,4183,401,8.7
5,81,"Little River County, AR",Little River County, AR,2012,5977,5541,436,7.3
5,83,"Logan County, AR",Logan County, AR,2012,9623,8854,769,8
5,85,"Lonoke County, AR",Lonoke County, AR,2012,33072,30970,2102,6.4
5,87,"Madison County, AR",Madison County, AR,2012,6968,6560,408,5.9
5,89,"Marion County, AR",Marion County, AR,2012,6609,6063,546,8.3
5,91,"Miller County, AR",Miller County, AR,2012,20253,19048,1205,5.9
5,93,"Mississippi County, AR",Mississippi County, AR,2012,20260,18039,2221,11
5,95,"Monroe County, AR",Monroe County, AR,2012,3270,2973,297,9.1
5,97,"Montgomery County, AR",Montgomery County, AR,2012,3586,3281,305,8.5
5,99,"Nevada County, AR",Nevada County, AR,2012,4128,3807,321,7.8
5,101,"Newton County, AR",Newton County, AR,2012,3627,3361,266,7.3
5,103,"Ouachita County, AR",Ouachita County, AR,2012,10494,9391,1103,10.5
5,105,"Perry County, AR",Perry County, AR,2012,4414,4013,401,9.1
5,107,"Phillips County, AR",Phillips County, AR,2012,7967,7045,922,11.6
5,109,"Pike County, AR",Pike County, AR,2012,4364,3967,397,9.1
5,111,"Poinsett County, AR",Poinsett County, AR,2012,10383,9482,901,8.7
5,113,"Polk County, AR",Polk County, AR,2012,8698,8051,647,7.4
5,115,"Pope County, AR",Pope County, AR,2012,29990,27805,2185,7.3
5,117,"Prairie County, AR",Prairie County, AR,2012,3824,3535,289,7.6
5,119,"Pulaski County, AR",Pulaski County, AR,2012,188420,175483,12937,6.9
5,121,"Randolph County, AR",Randolph County, AR,2012,6865,6121,744,10.8
5,123,"St. Francis County, AR",St. Francis County, AR,2012,9494,8467,1027,10.8
5,125,"Saline County, AR",Saline County, AR,2012,54376,51047,3329,6.1
5,127,"Scott County, AR",Scott County, AR,2012,4646,4334,312,6.7
5,129,"Searcy County, AR",Searcy County, AR,2012,3218,2954,264,8.2
5,131,"Sebastian County, AR",Sebastian County, AR,2012,59006,54371,4635,7.9
5,133,"Sevier County, AR",Sevier County, AR,2012,6130,5591,539,8.8
5,135,"Sharp County, AR",Sharp County, AR,2012,6104,5484,620,10.2
5,137,"Stone County, AR",Stone County, AR,2012,5051,4634,417,8.3
5,139,"Union County, AR",Union County, AR,2012,16751,15206,1545,9.2
5,141,"Van Buren County, AR",Van Buren County, AR,2012,6602,5933,669,10.1
5,143,"Washington County, AR",Washington County, AR,2012,105348,99426,5922,5.6
5,145,"White County, AR",White County, AR,2012,36234,33383,2851,7.9
5,147,"Woodruff County, AR",Woodruff County, AR,2012,3382,3037,345,10.2
5,149,"Yell County, AR",Yell County, AR,2012,9263,8639,624,6.7
6,1,"Alameda County, CA",Alameda County, CA,2012,799644,730136,69508,8.7
6,3,"Alpine County, CA",Alpine County, CA,2012,546,484,62,11.4
6,5,"Amador County, CA",Amador County, CA,2012,14696,12893,1803,12.3
6,7,"Butte County, CA",Butte County, CA,2012,101147,88850,12297,12.2
6,9,"Calaveras County, CA",Calaveras County, CA,2012,20233,17732,2501,12.4
6,11,"Colusa County, CA",Colusa County, CA,2012,11290,8948,2342,20.7
6,13,"Contra Costa County, CA",Contra Costa County, CA,2012,536610,488614,47996,8.9
6,15,"Del Norte County, CA",Del Norte County, CA,2012,10513,9090,1423,13.5
6,17,"El Dorado County, CA",El Dorado County, CA,2012,89189,80077,9112,10.2
6,19,"Fresno County, CA",Fresno County, CA,2012,440725,374012,66713,15.1
6,21,"Glenn County, CA",Glenn County, CA,2012,13169,11300,1869,14.2
6,23,"Humboldt County, CA",Humboldt County, CA,2012,64381,58207,6174,9.6
6,25,"Imperial County, CA",Imperial County, CA,2012,79393,57672,21721,27.4
6,27,"Inyo County, CA",Inyo County, CA,2012,9572,8703,869,9.1
6,29,"Kern County, CA",Kern County, CA,2012,392503,340862,51641,13.2
6,31,"Kings County, CA",Kings County, CA,2012,58901,50124,8777,14.9
6,33,"Lake County, CA",Lake County, CA,2012,29555,25776,3779,12.8
6,35,"Lassen County, CA",Lassen County, CA,2012,11489,10057,1432,12.5
6,37,"Los Angeles County, CA",Los Angeles County, CA,2012,4921847,4385347,536500,10.9
6,39,"Madera County, CA",Madera County, CA,2012,62628,53575,9053,14.5
6,41,"Marin County, CA",Marin County, CA,2012,137119,128501,8618,6.3
6,43,"Mariposa County, CA",Mariposa County, CA,2012,8388,7363,1025,12.2
6,45,"Mendocino County, CA",Mendocino County, CA,2012,41016,36896,4120,10
6,47,"Merced County, CA",Merced County, CA,2012,115199,96380,18819,16.3
6,49,"Modoc County, CA",Modoc County, CA,2012,3618,3097,521,14.4
6,51,"Mono County, CA",Mono County, CA,2012,8414,7543,871,10.4
6,53,"Monterey County, CA",Monterey County, CA,2012,218139,192886,25253,11.6
6,55,"Napa County, CA",Napa County, CA,2012,71927,65853,6074,8.4
6,57,"Nevada County, CA",Nevada County, CA,2012,48437,43714,4723,9.8
6,59,"Orange County, CA",Orange County, CA,2012,1564528,1441414,123114,7.9
6,61,"Placer County, CA",Placer County, CA,2012,175188,158781,16407,9.4
6,63,"Plumas County, CA",Plumas County, CA,2012,8498,7125,1373,16.2
6,65,"Riverside County, CA",Riverside County, CA,2012,988609,873552,115057,11.6
6,67,"Sacramento County, CA",Sacramento County, CA,2012,682335,610599,71736,10.5
6,69,"San Benito County, CA",San Benito County, CA,2012,28722,24973,3749,13.1
6,71,"San Bernardino County, CA",San Bernardino County, CA,2012,893595,791598,101997,11.4
6,73,"San Diego County, CA",San Diego County, CA,2012,1542810,1401964,140846,9.1
6,75,"San Francisco County/city, CA",San Francisco County/city, CA,2012,510222,475641,34581,6.8
6,77,"San Joaquin County, CA",San Joaquin County, CA,2012,312309,267457,44852,14.4
6,79,"San Luis Obispo County, CA",San Luis Obispo County, CA,2012,137561,126225,11336,8.2
6,81,"San Mateo County, CA",San Mateo County, CA,2012,412685,386236,26449,6.4
6,83,"Santa Barbara County, CA",Santa Barbara County, CA,2012,216336,198213,18123,8.4
6,85,"Santa Clara County, CA",Santa Clara County, CA,2012,959749,884297,75452,7.9
6,87,"Santa Cruz County, CA",Santa Cruz County, CA,2012,142286,125443,16843,11.8
6,89,"Shasta County, CA",Shasta County, CA,2012,76129,65326,10803,14.2
6,91,"Sierra County, CA",Sierra County, CA,2012,1471,1260,211,14.3
6,93,"Siskiyou County, CA",Siskiyou County, CA,2012,18905,15952,2953,15.6
6,95,"Solano County, CA",Solano County, CA,2012,202975,181254,21721,10.7
6,97,"Sonoma County, CA",Sonoma County, CA,2012,246660,224796,21864,8.9
6,99,"Stanislaus County, CA",Stanislaus County, CA,2012,242346,206247,36099,14.9
6,101,"Sutter County, CA",Sutter County, CA,2012,45630,37958,7672,16.8
6,103,"Tehama County, CA",Tehama County, CA,2012,25288,21813,3475,13.7
6,105,"Trinity County, CA",Trinity County, CA,2012,5339,4557,782,14.6
6,107,"Tulare County, CA",Tulare County, CA,2012,201606,169015,32591,16.2
6,109,"Tuolumne County, CA",Tuolumne County, CA,2012,22350,19448,2902,13
6,111,"Ventura County, CA",Ventura County, CA,2012,435351,395747,39604,9.1
6,113,"Yolo County, CA",Yolo County, CA,2012,102770,91826,10944,10.6
6,115,"Yuba County, CA",Yuba County, CA,2012,28878,24432,4446,15.4
8,1,"Adams County, CO",Adams County, CO,2012,239668,217122,22546,9.4
8,3,"Alamosa County, CO",Alamosa County, CO,2012,7760,6949,811,10.5
8,5,"Arapahoe County, CO",Arapahoe County, CO,2012,323152,298220,24932,7.7
8,7,"Archuleta County, CO",Archuleta County, CO,2012,5741,5165,576,10
8,9,"Baca County, CO",Baca County, CO,2012,2017,1926,91,4.5
8,11,"Bent County, CO",Bent County, CO,2012,1723,1579,144,8.4
8,13,"Boulder County, CO",Boulder County, CO,2012,174462,163620,10842,6.2
8,14,"Broomfield County/city, CO",Broomfield County/city, CO,2012,32297,30157,2140,6.6
8,15,"Chaffee County, CO",Chaffee County, CO,2012,8374,7803,571,6.8
8,17,"Cheyenne County, CO",Cheyenne County, CO,2012,1011,965,46,4.5
8,19,"Clear Creek County, CO",Clear Creek County, CO,2012,5491,5105,386,7
8,21,"Conejos County, CO",Conejos County, CO,2012,3713,3320,393,10.6
8,23,"Costilla County, CO",Costilla County, CO,2012,1604,1421,183,11.4
8,25,"Crowley County, CO",Crowley County, CO,2012,1363,1253,110,8.1
8,27,"Custer County, CO",Custer County, CO,2012,1988,1862,126,6.3
8,29,"Delta County, CO",Delta County, CO,2012,14412,13022,1390,9.6
8,31,"Denver County/city, CO",Denver County/city, CO,2012,357969,329878,28091,7.8
8,33,"Dolores County, CO",Dolores County, CO,2012,950,853,97,10.2
8,35,"Douglas County, CO",Douglas County, CO,2012,161045,151386,9659,6
8,37,"Eagle County, CO",Eagle County, CO,2012,32376,30060,2316,7.2
8,39,"Elbert County, CO",Elbert County, CO,2012,12703,11800,903,7.1
8,41,"El Paso County, CO",El Paso County, CO,2012,307220,280082,27138,8.8
8,43,"Fremont County, CO",Fremont County, CO,2012,15646,13823,1823,11.7
8,45,"Garfield County, CO",Garfield County, CO,2012,31517,28840,2677,8.5
8,47,"Gilpin County, CO",Gilpin County, CO,2012,3270,3052,218,6.7
8,49,"Grand County, CO",Grand County, CO,2012,8755,8121,634,7.2
8,51,"Gunnison County, CO",Gunnison County, CO,2012,9840,9252,588,6
8,53,"Hinsdale County, CO",Hinsdale County, CO,2012,437,416,21,4.8
8,55,"Huerfano County, CO",Huerfano County, CO,2012,2636,2261,375,14.2
8,57,"Jackson County, CO",Jackson County, CO,2012,827,784,43,5.2
8,59,"Jefferson County, CO",Jefferson County, CO,2012,304546,282067,22479,7.4
8,61,"Kiowa County, CO",Kiowa County, CO,2012,817,780,37,4.5
8,63,"Kit Carson County, CO",Kit Carson County, CO,2012,4232,4045,187,4.4
8,65,"Lake County, CO",Lake County, CO,2012,4527,4137,390,8.6
8,67,"La Plata County, CO",La Plata County, CO,2012,29689,27719,1970,6.6
8,69,"Larimer County, CO",Larimer County, CO,2012,173006,161435,11571,6.7
8,71,"Las Animas County, CO",Las Animas County, CO,2012,6968,6132,836,12
8,73,"Lincoln County, CO",Lincoln County, CO,2012,2159,2019,140,6.5
8,75,"Logan County, CO",Logan County, CO,2012,11076,10414,662,6
8,77,"Mesa County, CO",Mesa County, CO,2012,75007,67742,7265,9.7
8,79,"Mineral County, CO",Mineral County, CO,2012,445,421,24,5.4
8,81,"Moffat County, CO",Moffat County, CO,2012,7750,7111,639,8.2
8,83,"Montezuma County, CO",Montezuma County, CO,2012,12926,11824,1102,8.5
8,85,"Montrose County, CO",Montrose County, CO,2012,19852,17804,2048,10.3
8,87,"Morgan County, CO",Morgan County, CO,2012,14992,13980,1012,6.8
8,89,"Otero County, CO",Otero County, CO,2012,8407,7545,862,10.3
8,91,"Ouray County, CO",Ouray County, CO,2012,2086,1891,195,9.3
8,93,"Park County, CO",Park County, CO,2012,9308,8669,639,6.9
8,95,"Phillips County, CO",Phillips County, CO,2012,2143,2033,110,5.1
8,97,"Pitkin County, CO",Pitkin County, CO,2012,10918,10135,783,7.2
8,99,"Prowers County, CO",Prowers County, CO,2012,6103,5677,426,7
8,101,"Pueblo County, CO",Pueblo County, CO,2012,74546,66583,7963,10.7
8,103,"Rio Blanco County, CO",Rio Blanco County, CO,2012,3093,2836,257,8.3
8,105,"Rio Grande County, CO",Rio Grande County, CO,2012,5109,4485,624,12.2
8,107,"Routt County, CO",Routt County, CO,2012,14385,13351,1034,7.2
8,109,"Saguache County, CO",Saguache County, CO,2012,3058,2719,339,11.1
8,111,"San Juan County, CO",San Juan County, CO,2012,536,483,53,9.9
8,113,"San Miguel County, CO",San Miguel County, CO,2012,4860,4479,381,7.8
8,115,"Sedgwick County, CO",Sedgwick County, CO,2012,1120,1042,78,7
8,117,"Summit County, CO",Summit County, CO,2012,19341,18174,1167,6
8,119,"Teller County, CO",Teller County, CO,2012,11921,10922,999,8.4
8,121,"Washington County, CO",Washington County, CO,2012,2638,2509,129,4.9
8,123,"Weld County, CO",Weld County, CO,2012,137021,126372,10649,7.8
8,125,"Yuma County, CO",Yuma County, CO,2012,4888,4637,251,5.1
9,1,"Fairfield County, CT",Fairfield County, CT,2012,474189,437226,36963,7.8
9,3,"Hartford County, CT",Hartford County, CT,2012,472091,431161,40930,8.7
9,5,"Litchfield County, CT",Litchfield County, CT,2012,105974,98055,7919,7.5
9,7,"Middlesex County, CT",Middlesex County, CT,2012,91704,85306,6398,7
9,9,"New Haven County, CT",New Haven County, CT,2012,456752,415326,41426,9.1
9,11,"New London County, CT",New London County, CT,2012,140187,128083,12104,8.6
9,13,"Tolland County, CT",Tolland County, CT,2012,84196,78230,5966,7.1
9,15,"Windham County, CT",Windham County, CT,2012,63243,57309,5934,9.4
10,1,"Kent County, DE",Kent County, DE,2012,74294,68403,5891,7.9
10,3,"New Castle County, DE",New Castle County, DE,2012,278379,258889,19490,7
10,5,"Sussex County, DE",Sussex County, DE,2012,93035,86297,6738,7.2
11,1,District of Columbia,District of Columbia,,2012,365055,332068,32987,9
12,1,"Alachua County, FL",Alachua County, FL,2012,130066,121390,8676,6.7
12,3,"Baker County, FL",Baker County, FL,2012,11353,10375,978,8.6
12,5,"Bay County, FL",Bay County, FL,2012,86742,79218,7524,8.7
12,7,"Bradford County, FL",Bradford County, FL,2012,11157,10308,849,7.6
12,9,"Brevard County, FL",Brevard County, FL,2012,262800,238006,24794,9.4
12,11,"Broward County, FL",Broward County, FL,2012,964061,886907,77154,8
12,13,"Calhoun County, FL",Calhoun County, FL,2012,5095,4627,468,9.2
12,15,"Charlotte County, FL",Charlotte County, FL,2012,65925,59630,6295,9.5
12,17,"Citrus County, FL",Citrus County, FL,2012,51583,46012,5571,10.8
12,19,"Clay County, FL",Clay County, FL,2012,96388,89015,7373,7.6
12,21,"Collier County, FL",Collier County, FL,2012,152851,139903,12948,8.5
12,23,"Columbia County, FL",Columbia County, FL,2012,28054,25571,2483,8.9
12,27,"DeSoto County, FL",DeSoto County, FL,2012,12906,11618,1288,10
12,29,"Dixie County, FL",Dixie County, FL,2012,5812,5216,596,10.3
12,31,"Duval County, FL",Duval County, FL,2012,456703,416740,39963,8.8
12,33,"Escambia County, FL",Escambia County, FL,2012,139776,127966,11810,8.4
12,35,"Flagler County, FL",Flagler County, FL,2012,42181,38003,4178,9.9
12,37,"Franklin County, FL",Franklin County, FL,2012,5052,4724,328,6.5
12,39,"Gadsden County, FL",Gadsden County, FL,2012,18913,16955,1958,10.4
12,41,"Gilchrist County, FL",Gilchrist County, FL,2012,6721,6109,612,9.1
12,43,"Glades County, FL",Glades County, FL,2012,5703,5263,440,7.7
12,45,"Gulf County, FL",Gulf County, FL,2012,6094,5599,495,8.1
12,47,"Hamilton County, FL",Hamilton County, FL,2012,5178,4718,460,8.9
12,49,"Hardee County, FL",Hardee County, FL,2012,11851,10794,1057,8.9
12,51,"Hendry County, FL",Hendry County, FL,2012,17017,14832,2185,12.8
12,53,"Hernando County, FL",Hernando County, FL,2012,66331,59290,7041,10.6
12,55,"Highlands County, FL",Highlands County, FL,2012,37409,33547,3862,10.3
12,57,"Hillsborough County, FL",Hillsborough County, FL,2012,668882,615828,53054,7.9
12,59,"Holmes County, FL",Holmes County, FL,2012,7169,6535,634,8.8
12,61,"Indian River County, FL",Indian River County, FL,2012,62054,55225,6829,11
