STATE,CNTYCD,COUNTYNAME,COUNTY,STATEDESC,YEAR,FORCE,EMPLOYED,UNEMPLOYED,UNEMPLOYMENTRATE
5,105,"Perry County, AR",Perry County, AR,2010,4560,4154,406,8.9
5,107,"Phillips County, AR",Phillips County, AR,2010,8585,7681,904,10.5
5,109,"Pike County, AR",Pike County, AR,2010,4843,4400,443,9.1
5,111,"Poinsett County, AR",Poinsett County, AR,2010,10737,9736,1001,9.3
5,113,"Polk County, AR",Polk County, AR,2010,8981,8311,670,7.5
5,115,"Pope County, AR",Pope County, AR,2010,30054,27706,2348,7.8
5,117,"Prairie County, AR",Prairie County, AR,2010,3967,3602,365,9.2
5,119,"Pulaski County, AR",Pulaski County, AR,2010,189321,175512,13809,7.3
5,121,"Randolph County, AR",Randolph County, AR,2010,7260,6516,744,10.2
5,123,"St. Francis County, AR",St. Francis County, AR,2010,9830,8784,1046,10.6
5,125,"Saline County, AR",Saline County, AR,2010,53382,49824,3558,6.7
5,127,"Scott County, AR",Scott County, AR,2010,4721,4386,335,7.1
5,129,"Searcy County, AR",Searcy County, AR,2010,3393,3081,312,9.2
5,131,"Sebastian County, AR",Sebastian County, AR,2010,59543,54760,4783,8
5,133,"Sevier County, AR",Sevier County, AR,2010,7059,6563,496,7
5,135,"Sharp County, AR",Sharp County, AR,2010,6309,5690,619,9.8
5,137,"Stone County, AR",Stone County, AR,2010,5522,5103,419,7.6
5,139,"Union County, AR",Union County, AR,2010,17164,15222,1942,11.3
5,141,"Van Buren County, AR",Van Buren County, AR,2010,6476,5752,724,11.2
5,143,"Washington County, AR",Washington County, AR,2010,102865,96162,6703,6.5
5,145,"White County, AR",White County, AR,2010,36442,33437,3005,8.2
5,147,"Woodruff County, AR",Woodruff County, AR,2010,3630,3251,379,10.4
5,149,"Yell County, AR",Yell County, AR,2010,9714,8928,786,8.1
6,1,"Alameda County, CA",Alameda County, CA,2010,782522,697112,85410,10.9
6,3,"Alpine County, CA",Alpine County, CA,2010,542,472,70,12.9
6,5,"Amador County, CA",Amador County, CA,2010,15507,13326,2181,14.1
6,7,"Butte County, CA",Butte County, CA,2010,102568,88322,14246,13.9
6,9,"Calaveras County, CA",Calaveras County, CA,2010,21012,17977,3035,14.4
6,11,"Colusa County, CA",Colusa County, CA,2010,11519,9118,2401,20.8
6,13,"Contra Costa County, CA",Contra Costa County, CA,2010,525547,467914,57633,11
6,15,"Del Norte County, CA",Del Norte County, CA,2010,10931,9489,1442,13.2
6,17,"El Dorado County, CA",El Dorado County, CA,2010,91129,80002,11127,12.2
6,19,"Fresno County, CA",Fresno County, CA,2010,439593,366221,73372,16.7
6,21,"Glenn County, CA",Glenn County, CA,2010,13218,11180,2038,15.4
6,23,"Humboldt County, CA",Humboldt County, CA,2010,66061,59084,6977,10.6
6,25,"Imperial County, CA",Imperial County, CA,2010,78665,55978,22687,28.8
6,27,"Inyo County, CA",Inyo County, CA,2010,9753,8806,947,9.7
6,29,"Kern County, CA",Kern County, CA,2010,371515,313361,58154,15.7
6,31,"Kings County, CA",Kings County, CA,2010,59440,49857,9583,16.1
6,33,"Lake County, CA",Lake County, CA,2010,29847,25343,4504,15.1
6,35,"Lassen County, CA",Lassen County, CA,2010,12100,10401,1699,14
6,37,"Los Angeles County, CA",Los Angeles County, CA,2010,4917375,4302274,615101,12.5
6,39,"Madera County, CA",Madera County, CA,2010,61607,51366,10241,16.6
6,41,"Marin County, CA",Marin County, CA,2010,133012,122570,10442,7.9
6,43,"Mariposa County, CA",Mariposa County, CA,2010,8709,7582,1127,12.9
6,45,"Mendocino County, CA",Mendocino County, CA,2010,41601,36772,4829,11.6
6,47,"Merced County, CA",Merced County, CA,2010,113579,93191,20388,18
6,49,"Modoc County, CA",Modoc County, CA,2010,3818,3237,581,15.2
6,51,"Mono County, CA",Mono County, CA,2010,8890,7984,906,10.2
6,53,"Monterey County, CA",Monterey County, CA,2010,215788,188339,27449,12.7
6,55,"Napa County, CA",Napa County, CA,2010,70216,62989,7227,10.3
6,57,"Nevada County, CA",Nevada County, CA,2010,48915,43178,5737,11.7
6,59,"Orange County, CA",Orange County, CA,2010,1537187,1387438,149749,9.7
6,61,"Placer County, CA",Placer County, CA,2010,173338,153236,20102,11.6
6,63,"Plumas County, CA",Plumas County, CA,2010,9147,7479,1668,18.2
6,65,"Riverside County, CA",Riverside County, CA,2010,976444,841285,135159,13.8
6,67,"Sacramento County, CA",Sacramento County, CA,2010,683127,596992,86135,12.6
6,69,"San Benito County, CA",San Benito County, CA,2010,27906,23691,4215,15.1
6,71,"San Bernardino County, CA",San Bernardino County, CA,2010,890278,769890,120388,13.5
6,73,"San Diego County, CA",San Diego County, CA,2010,1515198,1352266,162932,10.8
6,75,"San Francisco County/city, CA",San Francisco County/city, CA,2010,486019,442695,43324,8.9
6,77,"San Joaquin County, CA",San Joaquin County, CA,2010,311437,259995,51442,16.5
6,79,"San Luis Obispo County, CA",San Luis Obispo County, CA,2010,133651,120209,13442,10.1
6,81,"San Mateo County, CA",San Mateo County, CA,2010,393004,360163,32841,8.4
6,83,"Santa Barbara County, CA",Santa Barbara County, CA,2010,212267,191680,20587,9.7
6,85,"Santa Clara County, CA",Santa Clara County, CA,2010,926525,830114,96411,10.4
6,87,"Santa Cruz County, CA",Santa Cruz County, CA,2010,141717,122872,18845,13.3
6,89,"Shasta County, CA",Shasta County, CA,2010,78503,65334,13169,16.8
6,91,"Sierra County, CA",Sierra County, CA,2010,1611,1364,247,15.3
6,93,"Siskiyou County, CA",Siskiyou County, CA,2010,19628,16325,3303,16.8
6,95,"Solano County, CA",Solano County, CA,2010,202407,176969,25438,12.6
6,97,"Sonoma County, CA",Sonoma County, CA,2010,244634,218100,26534,10.8
6,99,"Stanislaus County, CA",Stanislaus County, CA,2010,243274,202182,41092,16.9
6,101,"Sutter County, CA",Sutter County, CA,2010,45965,37528,8437,18.4
6,103,"Tehama County, CA",Tehama County, CA,2010,25714,21754,3960,15.4
6,105,"Trinity County, CA",Trinity County, CA,2010,5423,4501,922,17
6,107,"Tulare County, CA",Tulare County, CA,2010,203021,168110,34911,17.2
6,109,"Tuolumne County, CA",Tuolumne County, CA,2010,22617,19173,3444,15.2
6,111,"Ventura County, CA",Ventura County, CA,2010,430010,383424,46586,10.8
6,113,"Yolo County, CA",Yolo County, CA,2010,102188,89834,12354,12.1
6,115,"Yuba County, CA",Yuba County, CA,2010,29064,23902,5162,17.8
8,1,"Adams County, CO",Adams County, CO,2010,234221,210728,23493,10
8,3,"Alamosa County, CO",Alamosa County, CO,2010,7702,7010,692,9
8,5,"Arapahoe County, CO",Arapahoe County, CO,2010,316886,289715,27171,8.6
8,7,"Archuleta County, CO",Archuleta County, CO,2010,5785,5169,616,10.6
8,9,"Baca County, CO",Baca County, CO,2010,2084,1982,102,4.9
8,11,"Bent County, CO",Bent County, CO,2010,2006,1843,163,8.1
8,13,"Boulder County, CO",Boulder County, CO,2010,170293,158308,11985,7
8,14,"Broomfield County/city, CO",Broomfield County/city, CO,2010,31538,29198,2340,7.4
8,15,"Chaffee County, CO",Chaffee County, CO,2010,8270,7634,636,7.7
8,17,"Cheyenne County, CO",Cheyenne County, CO,2010,1047,1004,43,4.1
8,19,"Clear Creek County, CO",Clear Creek County, CO,2010,5623,5167,456,8.1
8,21,"Conejos County, CO",Conejos County, CO,2010,3753,3394,359,9.6
8,23,"Costilla County, CO",Costilla County, CO,2010,1553,1388,165,10.6
8,25,"Crowley County, CO",Crowley County, CO,2010,1522,1383,139,9.1
8,27,"Custer County, CO",Custer County, CO,2010,2078,1940,138,6.6
8,29,"Delta County, CO",Delta County, CO,2010,14510,12961,1549,10.7
8,31,"Denver County/city, CO",Denver County/city, CO,2010,347590,315922,31668,9.1
8,33,"Dolores County, CO",Dolores County, CO,2010,1000,823,177,17.7
8,35,"Douglas County, CO",Douglas County, CO,2010,157522,146562,10960,7
8,37,"Eagle County, CO",Eagle County, CO,2010,32447,29697,2750,8.5
8,39,"Elbert County, CO",Elbert County, CO,2010,12755,11727,1028,8.1
8,41,"El Paso County, CO",El Paso County, CO,2010,306308,277678,28630,9.3
8,43,"Fremont County, CO",Fremont County, CO,2010,15825,13973,1852,11.7
8,45,"Garfield County, CO",Garfield County, CO,2010,31357,28115,3242,10.3
8,47,"Gilpin County, CO",Gilpin County, CO,2010,3327,3060,267,8
8,49,"Grand County, CO",Grand County, CO,2010,8950,8165,785,8.8
8,51,"Gunnison County, CO",Gunnison County, CO,2010,10087,9439,648,6.4
8,53,"Hinsdale County, CO",Hinsdale County, CO,2010,470,443,27,5.7
8,55,"Huerfano County, CO",Huerfano County, CO,2010,2705,2327,378,14
8,57,"Jackson County, CO",Jackson County, CO,2010,919,838,81,8.8
8,59,"Jefferson County, CO",Jefferson County, CO,2010,304252,278790,25462,8.4
8,61,"Kiowa County, CO",Kiowa County, CO,2010,779,729,50,6.4
8,63,"Kit Carson County, CO",Kit Carson County, CO,2010,4389,4190,199,4.5
8,65,"Lake County, CO",Lake County, CO,2010,4372,3891,481,11
8,67,"La Plata County, CO",La Plata County, CO,2010,29874,27744,2130,7.1
8,69,"Larimer County, CO",Larimer County, CO,2010,170001,157025,12976,7.6
8,71,"Las Animas County, CO",Las Animas County, CO,2010,7195,6432,763,10.6
8,73,"Lincoln County, CO",Lincoln County, CO,2010,2153,2024,129,6
8,75,"Logan County, CO",Logan County, CO,2010,11261,10551,710,6.3
8,77,"Mesa County, CO",Mesa County, CO,2010,76113,67776,8337,11
8,79,"Mineral County, CO",Mineral County, CO,2010,416,387,29,7
8,81,"Moffat County, CO",Moffat County, CO,2010,8078,7277,801,9.9
8,83,"Montezuma County, CO",Montezuma County, CO,2010,13057,11867,1190,9.1
8,85,"Montrose County, CO",Montrose County, CO,2010,20624,18360,2264,11
8,87,"Morgan County, CO",Morgan County, CO,2010,14436,13423,1013,7
8,89,"Otero County, CO",Otero County, CO,2010,8489,7710,779,9.2
8,91,"Ouray County, CO",Ouray County, CO,2010,2151,1940,211,9.8
8,93,"Park County, CO",Park County, CO,2010,9641,8856,785,8.1
8,95,"Phillips County, CO",Phillips County, CO,2010,2197,2081,116,5.3
8,97,"Pitkin County, CO",Pitkin County, CO,2010,10879,10000,879,8.1
8,99,"Prowers County, CO",Prowers County, CO,2010,6166,5736,430,7
8,101,"Pueblo County, CO",Pueblo County, CO,2010,74396,66667,7729,10.4
8,103,"Rio Blanco County, CO",Rio Blanco County, CO,2010,3146,2866,280,8.9
8,105,"Rio Grande County, CO",Rio Grande County, CO,2010,5209,4655,554,10.6
8,107,"Routt County, CO",Routt County, CO,2010,14541,13192,1349,9.3
8,109,"Saguache County, CO",Saguache County, CO,2010,3066,2755,311,10.1
8,111,"San Juan County, CO",San Juan County, CO,2010,505,442,63,12.5
8,113,"San Miguel County, CO",San Miguel County, CO,2010,4892,4508,384,7.8
8,115,"Sedgwick County, CO",Sedgwick County, CO,2010,1101,1019,82,7.4
8,117,"Summit County, CO",Summit County, CO,2010,19126,17837,1289,6.7
8,119,"Teller County, CO",Teller County, CO,2010,12354,11198,1156,9.4
8,121,"Washington County, CO",Washington County, CO,2010,2590,2437,153,5.9
8,123,"Weld County, CO",Weld County, CO,2010,131910,119796,12114,9.2
8,125,"Yuma County, CO",Yuma County, CO,2010,4928,4651,277,5.6
9,1,"Fairfield County, CT",Fairfield County, CT,2010,474646,434822,39824,8.4
9,3,"Hartford County, CT",Hartford County, CT,2010,478512,432980,45532,9.5
9,5,"Litchfield County, CT",Litchfield County, CT,2010,108186,98863,9323,8.6
9,7,"Middlesex County, CT",Middlesex County, CT,2010,93050,85771,7279,7.8
9,9,"New Haven County, CT",New Haven County, CT,2010,462233,415988,46245,10
9,11,"New London County, CT",New London County, CT,2010,144517,131683,12834,8.9
9,13,"Tolland County, CT",Tolland County, CT,2010,86000,79357,6643,7.7
9,15,"Windham County, CT",Windham County, CT,2010,64570,57987,6583,10.2
10,1,"Kent County, DE",Kent County, DE,2010,72689,66228,6461,8.9
10,3,"New Castle County, DE",New Castle County, DE,2010,271492,249065,22427,8.3
10,5,"Sussex County, DE",Sussex County, DE,2010,90239,82577,7662,8.5
11,1,District of Columbia,District of Columbia,,2010,346065,313508,32557,9.4
12,1,"Alachua County, FL",Alachua County, FL,2010,128370,118072,10298,8
12,3,"Baker County, FL",Baker County, FL,2010,11552,10246,1306,11.3
12,5,"Bay County, FL",Bay County, FL,2010,86072,77054,9018,10.5
12,7,"Bradford County, FL",Bradford County, FL,2010,11587,10444,1143,9.9
12,9,"Brevard County, FL",Brevard County, FL,2010,265643,235757,29886,11.3
12,11,"Broward County, FL",Broward County, FL,2010,936563,841473,95090,10.2
12,13,"Calhoun County, FL",Calhoun County, FL,2010,5314,4777,537,10.1
12,15,"Charlotte County, FL",Charlotte County, FL,2010,66293,57846,8447,12.7
12,17,"Citrus County, FL",Citrus County, FL,2010,52847,45594,7253,13.7
12,19,"Clay County, FL",Clay County, FL,2010,95867,86356,9511,9.9
12,21,"Collier County, FL",Collier County, FL,2010,145349,128427,16922,11.6
12,23,"Columbia County, FL",Columbia County, FL,2010,28788,25669,3119,10.8
12,27,"DeSoto County, FL",DeSoto County, FL,2010,13081,11481,1600,12.2
12,29,"Dixie County, FL",Dixie County, FL,2010,5749,5008,741,12.9
12,31,"Duval County, FL",Duval County, FL,2010,454798,403171,51627,11.4
12,33,"Escambia County, FL",Escambia County, FL,2010,139913,125755,14158,10.1
12,35,"Flagler County, FL",Flagler County, FL,2010,41338,36208,5130,12.4
12,37,"Franklin County, FL",Franklin County, FL,2010,4936,4543,393,8
12,39,"Gadsden County, FL",Gadsden County, FL,2010,20080,17714,2366,11.8
12,41,"Gilchrist County, FL",Gilchrist County, FL,2010,6874,6132,742,10.8
12,43,"Glades County, FL",Glades County, FL,2010,5544,5017,527,9.5
12,45,"Gulf County, FL",Gulf County, FL,2010,6232,5591,641,10.3
12,47,"Hamilton County, FL",Hamilton County, FL,2010,4808,4258,550,11.4
12,49,"Hardee County, FL",Hardee County, FL,2010,11764,10410,1354,11.5
12,51,"Hendry County, FL",Hendry County, FL,2010,18361,15786,2575,14
12,53,"Hernando County, FL",Hernando County, FL,2010,66470,57464,9006,13.5
12,55,"Highlands County, FL",Highlands County, FL,2010,37247,32587,4660,12.5
12,57,"Hillsborough County, FL",Hillsborough County, FL,2010,645687,576400,69287,10.7
12,59,"Holmes County, FL",Holmes County, FL,2010,7190,6445,745,10.4
12,61,"Indian River County, FL",Indian River County, FL,2010,61384,52848,8536,13.9
