STATE,CNTYCD,COUNTYNAME,COUNTY,STATEDESC,YEAR,FORCE,EMPLOYED,UNEMPLOYED,UNEMPLOYMENTRATE
1,71,"Jackson County, AL",Jackson County, AL,2014,23453,21744,1709,7.3
1,73,"Jefferson County, AL",Jefferson County, AL,2014,312201,292502,19699,6.3
1,75,"Lamar County, AL",Lamar County, AL,2014,5626,5232,394,7
1,77,"Lauderdale County, AL",Lauderdale County, AL,2014,43482,40346,3136,7.2
1,79,"Lawrence County, AL",Lawrence County, AL,2014,14025,12867,1158,8.3
1,81,"Lee County, AL",Lee County, AL,2014,71372,67359,4013,5.6
1,83,"Limestone County, AL",Limestone County, AL,2014,39585,37162,2423,6.1
1,85,"Lowndes County, AL",Lowndes County, AL,2014,3874,3376,498,12.9
1,87,"Macon County, AL",Macon County, AL,2014,8239,7486,753,9.1
1,89,"Madison County, AL",Madison County, AL,2014,170117,159573,10544,6.2
1,91,"Marengo County, AL",Marengo County, AL,2014,7626,7015,611,8
1,93,"Marion County, AL",Marion County, AL,2014,12292,11317,975,7.9
1,95,"Marshall County, AL",Marshall County, AL,2014,39911,37240,2671,6.7
1,97,"Mobile County, AL",Mobile County, AL,2014,185324,170957,14367,7.8
1,99,"Monroe County, AL",Monroe County, AL,2014,7618,6773,845,11.1
1,101,"Montgomery County, AL",Montgomery County, AL,2014,105027,97798,7229,6.9
1,103,"Morgan County, AL",Morgan County, AL,2014,56042,52335,3707,6.6
1,105,"Perry County, AL",Perry County, AL,2014,3491,3066,425,12.2
1,107,"Pickens County, AL",Pickens County, AL,2014,7761,7124,637,8.2
1,109,"Pike County, AL",Pike County, AL,2014,14951,13846,1105,7.4
1,111,"Randolph County, AL",Randolph County, AL,2014,9276,8650,626,6.7
1,113,"Russell County, AL",Russell County, AL,2014,24771,23146,1625,6.6
1,115,"St. Clair County, AL",St. Clair County, AL,2014,38520,36288,2232,5.8
1,117,"Shelby County, AL",Shelby County, AL,2014,107224,102399,4825,4.5
1,119,"Sumter County, AL",Sumter County, AL,2014,5374,4916,458,8.5
1,121,"Talladega County, AL",Talladega County, AL,2014,35390,32638,2752,7.8
1,123,"Tallapoosa County, AL",Tallapoosa County, AL,2014,18425,17035,1390,7.5
1,125,"Tuscaloosa County, AL",Tuscaloosa County, AL,2014,97086,91323,5763,5.9
1,127,"Walker County, AL",Walker County, AL,2014,25748,23714,2034,7.9
1,129,"Washington County, AL",Washington County, AL,2014,6656,6015,641,9.6
1,131,"Wilcox County, AL",Wilcox County, AL,2014,2866,2379,487,17
1,133,"Winston County, AL",Winston County, AL,2014,9633,8802,831,8.6
2,13,"Aleutians East Borough, AK",Aleutians East Borough, AK,2014,2229,2128,101,4.5
2,16,"Aleutians West Census Area, AK",Aleutians West Census Area, AK,2014,4482,4267,215,4.8
2,20,"Anchorage Borough/municipality, AK",Anchorage Borough/municipality, AK,2014,158302,150070,8232,5.2
2,50,"Bethel Census Area, AK",Bethel Census Area, AK,2014,7315,6140,1175,16.1
2,60,"Bristol Bay Borough, AK",Bristol Bay Borough, AK,2014,498,458,40,8
2,68,"Denali Borough, AK",Denali Borough, AK,2014,1074,963,111,10.3
2,70,"Dillingham Census Area, AK",Dillingham Census Area, AK,2014,2122,1909,213,10
2,90,"Fairbanks North Star Borough, AK",Fairbanks North Star Borough, AK,2014,46859,44157,2702,5.8
2,100,"Haines Borough, AK",Haines Borough, AK,2014,1114,995,119,10.7
2,105,"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area, AK,2014,1142,969,173,15.1
2,110,"Juneau Borough/city, AK",Juneau Borough/city, AK,2014,17484,16602,882,5
2,122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough, AK,2014,27993,25797,2196,7.8
2,130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough, AK,2014,7111,6557,554,7.8
2,150,"Kodiak Island Borough, AK",Kodiak Island Borough, AK,2014,6591,6217,374,5.7
2,158,"Kusilvak Census Area, AK",Kusilvak Census Area, AK,2014,2832,2158,674,23.8
2,164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough, AK,2014,645,540,105,16.3
2,170,"Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough, AK,2014,44947,41331,3616,8
2,180,"Nome Census Area, AK",Nome Census Area, AK,2014,4129,3622,507,12.3
2,185,"North Slope Borough, AK",North Slope Borough, AK,2014,4354,4097,257,5.9
2,188,"Northwest Arctic Borough, AK",Northwest Arctic Borough, AK,2014,3010,2498,512,17
2,195,"Petersburg Borough, AK",Petersburg Borough, AK,2014,1586,1435,151,9.5
2,198,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area, AK,2014,2840,2461,379,13.3
2,220,"Sitka Borough/city, AK",Sitka Borough/city, AK,2014,4689,4450,239,5.1
2,230,"Skagway Municipality, AK",Skagway Municipality, AK,2014,806,710,96,11.9
2,240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area, AK,2014,2924,2538,386,13.2
2,261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area, AK,2014,4890,4419,471,9.6
2,275,"Wrangell Borough/city, AK",Wrangell Borough/city, AK,2014,1063,973,90,8.5
2,282,"Yakutat Borough/city, AK",Yakutat Borough/city, AK,2014,274,247,27,9.9
2,290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area, AK,2014,2588,2098,490,18.9
4,1,"Apache County, AZ",Apache County, AZ,2014,21183,17859,3324,15.7
4,3,"Cochise County, AZ",Cochise County, AZ,2014,50857,46611,4246,8.3
4,5,"Coconino County, AZ",Coconino County, AZ,2014,72052,66931,5121,7.1
4,7,"Gila County, AZ",Gila County, AZ,2014,21376,19602,1774,8.3
4,9,"Graham County, AZ",Graham County, AZ,2014,14427,13346,1081,7.5
4,11,"Greenlee County, AZ",Greenlee County, AZ,2014,4711,4406,305,6.5
4,12,"La Paz County, AZ",La Paz County, AZ,2014,7946,7339,607,7.6
4,13,"Maricopa County, AZ",Maricopa County, AZ,2014,1959391,1845391,114000,5.8
4,15,"Mohave County, AZ",Mohave County, AZ,2014,78340,71507,6833,8.7
4,17,"Navajo County, AZ",Navajo County, AZ,2014,41625,37011,4614,11.1
4,19,"Pima County, AZ",Pima County, AZ,2014,462438,434486,27952,6
4,21,"Pinal County, AZ",Pinal County, AZ,2014,153617,142784,10833,7.1
4,23,"Santa Cruz County, AZ",Santa Cruz County, AZ,2014,20267,17643,2624,12.9
4,25,"Yavapai County, AZ",Yavapai County, AZ,2014,95533,89536,5997,6.3
4,27,"Yuma County, AZ",Yuma County, AZ,2014,93347,71959,21388,22.9
5,1,"Arkansas County, AR",Arkansas County, AR,2014,9374,8864,510,5.4
5,3,"Ashley County, AR",Ashley County, AR,2014,8399,7611,788,9.4
5,5,"Baxter County, AR",Baxter County, AR,2014,15834,14763,1071,6.8
5,7,"Benton County, AR",Benton County, AR,2014,114304,108970,5334,4.7
5,9,"Boone County, AR",Boone County, AR,2014,15513,14573,940,6.1
5,11,"Bradley County, AR",Bradley County, AR,2014,4117,3767,350,8.5
5,13,"Calhoun County, AR",Calhoun County, AR,2014,2344,2188,156,6.7
5,15,"Carroll County, AR",Carroll County, AR,2014,12423,11771,652,5.2
5,17,"Chicot County, AR",Chicot County, AR,2014,3817,3412,405,10.6
5,19,"Clark County, AR",Clark County, AR,2014,9432,8766,666,7.1
5,21,"Clay County, AR",Clay County, AR,2014,6355,5851,504,7.9
5,23,"Cleburne County, AR",Cleburne County, AR,2014,9656,8847,809,8.4
5,25,"Cleveland County, AR",Cleveland County, AR,2014,3423,3187,236,6.9
5,27,"Columbia County, AR",Columbia County, AR,2014,9450,8765,685,7.2
5,29,"Conway County, AR",Conway County, AR,2014,8513,7899,614,7.2
5,31,"Craighead County, AR",Craighead County, AR,2014,49011,46301,2710,5.5
5,33,"Crawford County, AR",Crawford County, AR,2014,26549,24937,1612,6.1
5,35,"Crittenden County, AR",Crittenden County, AR,2014,21236,19646,1590,7.5
5,37,"Cross County, AR",Cross County, AR,2014,8022,7505,517,6.4
5,39,"Dallas County, AR",Dallas County, AR,2014,2852,2583,269,9.4
5,41,"Desha County, AR",Desha County, AR,2014,5501,5051,450,8.2
5,43,"Drew County, AR",Drew County, AR,2014,7913,7237,676,8.5
5,45,"Faulkner County, AR",Faulkner County, AR,2014,58483,55186,3297,5.6
5,47,"Franklin County, AR",Franklin County, AR,2014,7219,6804,415,5.7
5,49,"Fulton County, AR",Fulton County, AR,2014,4756,4477,279,5.9
5,51,"Garland County, AR",Garland County, AR,2014,39957,37393,2564,6.4
5,53,"Grant County, AR",Grant County, AR,2014,8144,7693,451,5.5
5,55,"Greene County, AR",Greene County, AR,2014,19446,18196,1250,6.4
5,57,"Hempstead County, AR",Hempstead County, AR,2014,9833,9237,596,6.1
5,59,"Hot Spring County, AR",Hot Spring County, AR,2014,13846,13033,813,5.9
5,61,"Howard County, AR",Howard County, AR,2014,6136,5775,361,5.9
5,63,"Independence County, AR",Independence County, AR,2014,15340,14129,1211,7.9
5,65,"Izard County, AR",Izard County, AR,2014,4871,4500,371,7.6
5,67,"Jackson County, AR",Jackson County, AR,2014,6135,5562,573,9.3
5,69,"Jefferson County, AR",Jefferson County, AR,2014,29236,26647,2589,8.9
5,71,"Johnson County, AR",Johnson County, AR,2014,10200,9523,677,6.6
5,73,"Lafayette County, AR",Lafayette County, AR,2014,2638,2429,209,7.9
5,75,"Lawrence County, AR",Lawrence County, AR,2014,7019,6504,515,7.3
5,77,"Lee County, AR",Lee County, AR,2014,3224,2975,249,7.7
5,79,"Lincoln County, AR",Lincoln County, AR,2014,4175,3875,300,7.2
5,81,"Little River County, AR",Little River County, AR,2014,5491,5127,364,6.6
5,83,"Logan County, AR",Logan County, AR,2014,8993,8448,545,6.1
5,85,"Lonoke County, AR",Lonoke County, AR,2014,32432,30752,1680,5.2
5,87,"Madison County, AR",Madison County, AR,2014,6901,6563,338,4.9
5,89,"Marion County, AR",Marion County, AR,2014,6474,6062,412,6.4
5,91,"Miller County, AR",Miller County, AR,2014,19189,18057,1132,5.9
5,93,"Mississippi County, AR",Mississippi County, AR,2014,18903,17139,1764,9.3
5,95,"Monroe County, AR",Monroe County, AR,2014,3064,2855,209,6.8
5,97,"Montgomery County, AR",Montgomery County, AR,2014,3318,3050,268,8.1
5,99,"Nevada County, AR",Nevada County, AR,2014,3648,3424,224,6.1
5,101,"Newton County, AR",Newton County, AR,2014,3331,3134,197,5.9
5,103,"Ouachita County, AR",Ouachita County, AR,2014,9862,9064,798,8.1
5,105,"Perry County, AR",Perry County, AR,2014,4192,3864,328,7.8
5,107,"Phillips County, AR",Phillips County, AR,2014,7163,6466,697,9.7
5,109,"Pike County, AR",Pike County, AR,2014,4167,3857,310,7.4
5,111,"Poinsett County, AR",Poinsett County, AR,2014,10008,9306,702,7
5,113,"Polk County, AR",Polk County, AR,2014,8378,7845,533,6.4
5,115,"Pope County, AR",Pope County, AR,2014,29335,27474,1861,6.3
5,117,"Prairie County, AR",Prairie County, AR,2014,3777,3556,221,5.9
5,119,"Pulaski County, AR",Pulaski County, AR,2014,182788,172579,10209,5.6
5,121,"Randolph County, AR",Randolph County, AR,2014,6491,5971,520,8
5,123,"St. Francis County, AR",St. Francis County, AR,2014,8897,8113,784,8.8
5,125,"Saline County, AR",Saline County, AR,2014,54083,51429,2654,4.9
5,127,"Scott County, AR",Scott County, AR,2014,4499,4269,230,5.1
5,129,"Searcy County, AR",Searcy County, AR,2014,2966,2775,191,6.4
5,131,"Sebastian County, AR",Sebastian County, AR,2014,56638,53377,3261,5.8
5,133,"Sevier County, AR",Sevier County, AR,2014,5739,5332,407,7.1
5,135,"Sharp County, AR",Sharp County, AR,2014,5915,5408,507,8.6
5,137,"Stone County, AR",Stone County, AR,2014,4658,4298,360,7.7
5,139,"Union County, AR",Union County, AR,2014,16426,15195,1231,7.5
5,141,"Van Buren County, AR",Van Buren County, AR,2014,6396,5872,524,8.2
5,143,"Washington County, AR",Washington County, AR,2014,109089,104260,4829,4.4
5,145,"White County, AR",White County, AR,2014,34157,31718,2439,7.1
5,147,"Woodruff County, AR",Woodruff County, AR,2014,3139,2896,243,7.7
5,149,"Yell County, AR",Yell County, AR,2014,8949,8438,511,5.7
6,1,"Alameda County, CA",Alameda County, CA,2014,812827,765645,47182,5.8
6,3,"Alpine County, CA",Alpine County, CA,2014,513,471,42,8.2
6,5,"Amador County, CA",Amador County, CA,2014,14432,13236,1196,8.3
6,7,"Butte County, CA",Butte County, CA,2014,101831,93044,8787,8.6
6,9,"Calaveras County, CA",Calaveras County, CA,2014,20363,18736,1627,8
6,11,"Colusa County, CA",Colusa County, CA,2014,11149,9213,1936,17.4
6,13,"Contra Costa County, CA",Contra Costa County, CA,2014,542777,509363,33414,6.2
6,15,"Del Norte County, CA",Del Norte County, CA,2014,9989,8985,1004,10.1
6,17,"El Dorado County, CA",El Dorado County, CA,2014,88421,82266,6155,7
6,19,"Fresno County, CA",Fresno County, CA,2014,440789,389842,50947,11.6
6,21,"Glenn County, CA",Glenn County, CA,2014,12876,11507,1369,10.6
6,23,"Humboldt County, CA",Humboldt County, CA,2014,62732,58558,4174,6.7
6,25,"Imperial County, CA",Imperial County, CA,2014,78674,59814,18860,24
6,27,"Inyo County, CA",Inyo County, CA,2014,9266,8635,631,6.8
6,29,"Kern County, CA",Kern County, CA,2014,394795,353781,41014,10.4
6,31,"Kings County, CA",Kings County, CA,2014,57773,50901,6872,11.9
6,33,"Lake County, CA",Lake County, CA,2014,29453,26824,2629,8.9
6,35,"Lassen County, CA",Lassen County, CA,2014,10881,9892,989,9.1
6,37,"Los Angeles County, CA",Los Angeles County, CA,2014,5025850,4611509,414341,8.2
6,39,"Madera County, CA",Madera County, CA,2014,62163,55212,6951,11.2
6,41,"Marin County, CA",Marin County, CA,2014,139613,133669,5944,4.3
6,43,"Mariposa County, CA",Mariposa County, CA,2014,8136,7425,711,8.7
6,45,"Mendocino County, CA",Mendocino County, CA,2014,40620,37783,2837,7
6,47,"Merced County, CA",Merced County, CA,2014,114974,100248,14726,12.8
6,49,"Modoc County, CA",Modoc County, CA,2014,3386,3039,347,10.2
6,51,"Mono County, CA",Mono County, CA,2014,8289,7706,583,7
6,53,"Monterey County, CA",Monterey County, CA,2014,218985,199216,19769,9
6,55,"Napa County, CA",Napa County, CA,2014,73838,69668,4170,5.6
6,57,"Nevada County, CA",Nevada County, CA,2014,48130,44982,3148,6.5
6,59,"Orange County, CA",Orange County, CA,2014,1578158,1491776,86382,5.5
6,61,"Placer County, CA",Placer County, CA,2014,176501,165469,11032,6.3
6,63,"Plumas County, CA",Plumas County, CA,2014,8146,7208,938,11.5
6,65,"Riverside County, CA",Riverside County, CA,2014,1016965,933791,83174,8.2
6,67,"Sacramento County, CA",Sacramento County, CA,2014,683031,633261,49770,7.3
6,69,"San Benito County, CA",San Benito County, CA,2014,29341,26609,2732,9.3
6,71,"San Bernardino County, CA",San Bernardino County, CA,2014,910660,837932,72728,8
6,73,"San Diego County, CA",San Diego County, CA,2014,1549796,1450330,99466,6.4
6,75,"San Francisco County/city, CA",San Francisco County/city, CA,2014,531709,508518,23191,4.4
6,77,"San Joaquin County, CA",San Joaquin County, CA,2014,313845,280846,32999,10.5
6,79,"San Luis Obispo County, CA",San Luis Obispo County, CA,2014,141048,133208,7840,5.6
6,81,"San Mateo County, CA",San Mateo County, CA,2014,429417,411359,18058,4.2
6,83,"Santa Barbara County, CA",Santa Barbara County, CA,2014,219079,205717,13362,6.1
6,85,"Santa Clara County, CA",Santa Clara County, CA,2014,995702,944511,51191,5.1
6,87,"Santa Cruz County, CA",Santa Cruz County, CA,2014,143142,130634,12508,8.7
6,89,"Shasta County, CA",Shasta County, CA,2014,75304,68076,7228,9.6
6,91,"Sierra County, CA",Sierra County, CA,2014,1421,1278,143,10.1
6,93,"Siskiyou County, CA",Siskiyou County, CA,2014,18108,16104,2004,11.1
6,95,"Solano County, CA",Solano County, CA,2014,203964,188654,15310,7.5
6,97,"Sonoma County, CA",Sonoma County, CA,2014,257590,243217,14373,5.6
6,99,"Stanislaus County, CA",Stanislaus County, CA,2014,241972,214995,26977,11.1
6,101,"Sutter County, CA",Sutter County, CA,2014,44543,38921,5622,12.6
6,103,"Tehama County, CA",Tehama County, CA,2014,25229,22808,2421,9.6
6,105,"Trinity County, CA",Trinity County, CA,2014,5200,4710,490,9.4
6,107,"Tulare County, CA",Tulare County, CA,2014,199302,173175,26127,13.1
6,109,"Tuolumne County, CA",Tuolumne County, CA,2014,21702,19828,1874,8.6
6,111,"Ventura County, CA",Ventura County, CA,2014,432628,403915,28713,6.6
6,113,"Yolo County, CA",Yolo County, CA,2014,102842,95107,7735,7.5
6,115,"Yuba County, CA",Yuba County, CA,2014,28056,24918,3138,11.2
8,1,"Adams County, CO",Adams County, CO,2014,246215,232155,14060,5.7
8,3,"Alamosa County, CO",Alamosa County, CO,2014,7548,7006,542,7.2
8,5,"Arapahoe County, CO",Arapahoe County, CO,2014,332801,316557,16244,4.9
8,7,"Archuleta County, CO",Archuleta County, CO,2014,5751,5409,342,5.9
8,9,"Baca County, CO",Baca County, CO,2014,1934,1881,53,2.7
8,11,"Bent County, CO",Bent County, CO,2014,1658,1572,86,5.2
8,13,"Boulder County, CO",Boulder County, CO,2014,177043,169807,7236,4.1
8,14,"Broomfield County/city, CO",Broomfield County/city, CO,2014,34343,32893,1450,4.2
8,15,"Chaffee County, CO",Chaffee County, CO,2014,8426,8058,368,4.4
8,17,"Cheyenne County, CO",Cheyenne County, CO,2014,976,948,28,2.9
8,19,"Clear Creek County, CO",Clear Creek County, CO,2014,5543,5287,256,4.6
8,21,"Conejos County, CO",Conejos County, CO,2014,3626,3344,282,7.8
8,23,"Costilla County, CO",Costilla County, CO,2014,1617,1470,147,9.1
8,25,"Crowley County, CO",Crowley County, CO,2014,1321,1244,77,5.8
8,27,"Custer County, CO",Custer County, CO,2014,1989,1897,92,4.6
8,29,"Delta County, CO",Delta County, CO,2014,13655,12702,953,7
8,31,"Denver County/city, CO",Denver County/city, CO,2014,370579,352792,17787,4.8
8,33,"Dolores County, CO",Dolores County, CO,2014,1335,1283,52,3.9
8,35,"Douglas County, CO",Douglas County, CO,2014,170037,163220,6817,4
8,37,"Eagle County, CO",Eagle County, CO,2014,32550,31193,1357,4.2
8,39,"Elbert County, CO",Elbert County, CO,2014,13022,12467,555,4.3
8,41,"El Paso County, CO",El Paso County, CO,2014,308141,289683,18458,6
8,43,"Fremont County, CO",Fremont County, CO,2014,14602,13404,1198,8.2
8,45,"Garfield County, CO",Garfield County, CO,2014,31314,29676,1638,5.2
8,47,"Gilpin County, CO",Gilpin County, CO,2014,3467,3315,152,4.4
8,49,"Grand County, CO",Grand County, CO,2014,8974,8613,361,4
8,51,"Gunnison County, CO",Gunnison County, CO,2014,9722,9329,393,4
8,53,"Hinsdale County, CO",Hinsdale County, CO,2014,436,420,16,3.7
8,55,"Huerfano County, CO",Huerfano County, CO,2014,2423,2181,242,10
8,57,"Jackson County, CO",Jackson County, CO,2014,839,809,30,3.6
8,59,"Jefferson County, CO",Jefferson County, CO,2014,309122,295067,14055,4.5
8,61,"Kiowa County, CO",Kiowa County, CO,2014,756,730,26,3.4
8,63,"Kit Carson County, CO",Kit Carson County, CO,2014,4333,4201,132,3
8,65,"Lake County, CO",Lake County, CO,2014,4528,4318,210,4.6
8,67,"La Plata County, CO",La Plata County, CO,2014,30064,28797,1267,4.2
8,69,"Larimer County, CO",Larimer County, CO,2014,177950,170378,7572,4.3
8,71,"Las Animas County, CO",Las Animas County, CO,2014,6456,5970,486,7.5
8,73,"Lincoln County, CO",Lincoln County, CO,2014,2144,2057,87,4.1
8,75,"Logan County, CO",Logan County, CO,2014,11050,10631,419,3.8
8,77,"Mesa County, CO",Mesa County, CO,2014,73543,68989,4554,6.2
8,79,"Mineral County, CO",Mineral County, CO,2014,426,405,21,4.9
8,81,"Moffat County, CO",Moffat County, CO,2014,7341,6919,422,5.7
8,83,"Montezuma County, CO",Montezuma County, CO,2014,12716,11944,772,6.1
8,85,"Montrose County, CO",Montrose County, CO,2014,19362,18049,1313,6.8
8,87,"Morgan County, CO",Morgan County, CO,2014,14878,14196,682,4.6
8,89,"Otero County, CO",Otero County, CO,2014,8008,7397,611,7.6
8,91,"Ouray County, CO",Ouray County, CO,2014,2143,2021,122,5.7
8,93,"Park County, CO",Park County, CO,2014,9401,8969,432,4.6
8,95,"Phillips County, CO",Phillips County, CO,2014,2263,2189,74,3.3
8,97,"Pitkin County, CO",Pitkin County, CO,2014,11077,10539,538,4.9
8,99,"Prowers County, CO",Prowers County, CO,2014,5755,5485,270,4.7
8,101,"Pueblo County, CO",Pueblo County, CO,2014,72658,67352,5306,7.3
8,103,"Rio Blanco County, CO",Rio Blanco County, CO,2014,2954,2779,175,5.9
8,105,"Rio Grande County, CO",Rio Grande County, CO,2014,4843,4398,445,9.2
8,107,"Routt County, CO",Routt County, CO,2014,14454,13853,601,4.2
8,109,"Saguache County, CO",Saguache County, CO,2014,3020,2756,264,8.7
8,111,"San Juan County, CO",San Juan County, CO,2014,477,452,25,5.2
8,113,"San Miguel County, CO",San Miguel County, CO,2014,4944,4711,233,4.7
8,115,"Sedgwick County, CO",Sedgwick County, CO,2014,1091,1041,50,4.6
8,117,"Summit County, CO",Summit County, CO,2014,20175,19496,679,3.4
8,119,"Teller County, CO",Teller County, CO,2014,11637,10957,680,5.8
8,121,"Washington County, CO",Washington County, CO,2014,2659,2575,84,3.2
8,123,"Weld County, CO",Weld County, CO,2014,146108,139584,6524,4.5
8,125,"Yuma County, CO",Yuma County, CO,2014,4982,4817,165,3.3
9,1,"Fairfield County, CT",Fairfield County, CT,2014,476881,447374,29507,6.2
9,3,"Hartford County, CT",Hartford County, CT,2014,472559,440174,32385,6.9
9,5,"Litchfield County, CT",Litchfield County, CT,2014,105388,99133,6255,5.9
9,7,"Middlesex County, CT",Middlesex County, CT,2014,91893,86731,5162,5.6
9,9,"New Haven County, CT",New Haven County, CT,2014,455516,422618,32898,7.2
9,11,"New London County, CT",New London County, CT,2014,137026,127770,9256,6.8
9,13,"Tolland County, CT",Tolland County, CT,2014,84298,79562,4736,5.6
9,15,"Windham County, CT",Windham County, CT,2014,62839,58248,4591,7.3
10,1,"Kent County, DE",Kent County, DE,2014,75266,70445,4821,6.4
10,3,"New Castle County, DE",New Castle County, DE,2014,283509,267876,15633,5.5
10,5,"Sussex County, DE",Sussex County, DE,2014,94855,89386,5469,5.8
11,1,District of Columbia,District of Columbia,,2014,378082,348729,29353,7.8
12,1,"Alachua County, FL",Alachua County, FL,2014,129870,123092,6778,5.2
12,3,"Baker County, FL",Baker County, FL,2014,11235,10516,719,6.4
12,5,"Bay County, FL",Bay County, FL,2014,87776,82206,5570,6.3
12,7,"Bradford County, FL",Bradford County, FL,2014,10777,10170,607,5.6
12,9,"Brevard County, FL",Brevard County, FL,2014,258556,240490,18066,7
12,11,"Broward County, FL",Broward County, FL,2014,989699,930962,58737,5.9
12,13,"Calhoun County, FL",Calhoun County, FL,2014,4957,4613,344,6.9
12,15,"Charlotte County, FL",Charlotte County, FL,2014,67041,62443,4598,6.9
12,17,"Citrus County, FL",Citrus County, FL,2014,48350,44212,4138,8.6
12,19,"Clay County, FL",Clay County, FL,2014,98058,92411,5647,5.8
12,21,"Collier County, FL",Collier County, FL,2014,160462,150870,9592,6
12,23,"Columbia County, FL",Columbia County, FL,2014,28420,26540,1880,6.6
12,27,"DeSoto County, FL",DeSoto County, FL,2014,13200,12258,942,7.1
12,29,"Dixie County, FL",Dixie County, FL,2014,5570,5157,413,7.4
12,31,"Duval County, FL",Duval County, FL,2014,461159,430089,31070,6.7
12,33,"Escambia County, FL",Escambia County, FL,2014,139707,130687,9020,6.5
12,35,"Flagler County, FL",Flagler County, FL,2014,43328,40143,3185,7.4
12,37,"Franklin County, FL",Franklin County, FL,2014,4957,4678,279,5.6
12,39,"Gadsden County, FL",Gadsden County, FL,2014,18856,17304,1552,8.2
12,41,"Gilchrist County, FL",Gilchrist County, FL,2014,6571,6130,441,6.7
12,43,"Glades County, FL",Glades County, FL,2014,4933,4554,379,7.7
12,45,"Gulf County, FL",Gulf County, FL,2014,6139,5766,373,6.1
12,47,"Hamilton County, FL",Hamilton County, FL,2014,4618,4266,352,7.6
12,49,"Hardee County, FL",Hardee County, FL,2014,10368,9572,796,7.7
12,51,"Hendry County, FL",Hendry County, FL,2014,15870,14067,1803,11.4
12,53,"Hernando County, FL",Hernando County, FL,2014,66401,61141,5260,7.9
12,55,"Highlands County, FL",Highlands County, FL,2014,35922,32899,3023,8.4
12,57,"Hillsborough County, FL",Hillsborough County, FL,2014,684680,644900,39780,5.8
12,59,"Holmes County, FL",Holmes County, FL,2014,6878,6398,480,7
12,61,"Indian River County, FL",Indian River County, FL,2014,61910,57012,4898,7.9
